atraso_15|MES-I|DIA-I|Hour-I|WEEKOFYEAR-I|DOW-I|OPERA|SIGLADES|TIPOVUELO|estacion-I|periodo_dia
0|4|9|16|14|7|Grupo LATAM|Iquique|N|otoño|tarde
1|4|10|17|15|1|Grupo LATAM|Iquique|N|otoño|tarde
1|4|11|18|15|2|Grupo LATAM|Iquique|N|otoño|tarde
0|4|12|16|15|3|Grupo LATAM|Iquique|N|otoño|tarde
0|4|13|17|15|4|Grupo LATAM|Iquique|N|otoño|tarde
1|4|14|16|15|5|Grupo LATAM|Iquique|N|otoño|tarde
1|4|15|16|15|6|Grupo LATAM|Iquique|N|otoño|tarde
0|4|16|16|15|7|Grupo LATAM|Iquique|N|otoño|tarde
0|4|17|17|16|1|Grupo LATAM|Iquique|N|otoño|tarde
0|4|18|18|16|2|Grupo LATAM|Iquique|N|otoño|tarde
1|4|19|16|16|3|Grupo LATAM|Iquique|N|otoño|tarde
0|4|20|16|16|4|Grupo LATAM|Iquique|N|otoño|tarde
0|4|21|17|16|5|Grupo LATAM|Iquique|N|otoño|tarde
0|4|23|16|16|7|Grupo LATAM|Iquique|N|otoño|tarde
1|4|24|17|17|1|Grupo LATAM|Iquique|N|otoño|tarde
0|4|25|18|17|2|Grupo LATAM|Iquique|N|otoño|tarde
1|4|26|16|17|3|Grupo LATAM|Iquique|N|otoño|tarde
0|4|27|16|17|4|Grupo LATAM|Iquique|N|otoño|tarde
1|4|28|17|17|5|Grupo LATAM|Iquique|N|otoño|tarde
1|4|29|16|17|6|Grupo LATAM|Iquique|N|otoño|tarde
0|4|2|21|13|7|Grupo LATAM|Iquique|N|otoño|noche
0|4|3|19|14|1|Grupo LATAM|Iquique|N|otoño|noche
1|4|5|20|14|3|Grupo LATAM|Iquique|N|otoño|noche
1|4|6|19|14|4|Grupo LATAM|Iquique|N|otoño|noche
0|4|7|22|14|5|Grupo LATAM|Iquique|N|otoño|noche
0|4|10|19|15|1|Grupo LATAM|Iquique|N|otoño|noche
1|4|12|20|15|3|Grupo LATAM|Iquique|N|otoño|noche
0|4|13|19|15|4|Grupo LATAM|Iquique|N|otoño|noche
0|4|20|19|16|4|Grupo LATAM|Iquique|N|otoño|noche
0|4|24|19|17|1|Grupo LATAM|Iquique|N|otoño|noche
1|4|26|20|17|3|Grupo LATAM|Iquique|N|otoño|noche
0|4|27|19|17|4|Grupo LATAM|Iquique|N|otoño|noche
0|4|28|22|17|5|Grupo LATAM|Iquique|N|otoño|noche
1|4|3|20|14|1|Grupo LATAM|Arica|N|otoño|noche
1|4|6|20|14|4|Grupo LATAM|Arica|N|otoño|noche
0|4|10|20|15|1|Grupo LATAM|Arica|N|otoño|noche
1|4|13|20|15|4|Grupo LATAM|Arica|N|otoño|noche
1|4|17|20|16|1|Grupo LATAM|Arica|N|otoño|noche
1|4|20|20|16|4|Grupo LATAM|Arica|N|otoño|noche
0|4|24|20|17|1|Grupo LATAM|Arica|N|otoño|noche
1|4|27|20|17|4|Grupo LATAM|Arica|N|otoño|noche
0|4|2|9|13|7|Grupo LATAM|Arica|N|otoño|mañana
1|4|6|5|14|4|Grupo LATAM|Arica|N|otoño|mañana
0|4|8|6|14|6|Grupo LATAM|Arica|N|otoño|mañana
1|4|13|5|15|4|Grupo LATAM|Arica|N|otoño|mañana
0|4|15|6|15|6|Grupo LATAM|Arica|N|otoño|mañana
0|4|20|5|16|4|Grupo LATAM|Arica|N|otoño|mañana
0|4|22|6|16|6|Grupo LATAM|Arica|N|otoño|mañana
0|4|27|5|17|4|Grupo LATAM|Arica|N|otoño|mañana
1|4|29|6|17|6|Grupo LATAM|Arica|N|otoño|mañana
0|4|1|17|13|6|Grupo LATAM|Arica|N|otoño|tarde
1|4|2|19|13|7|Grupo LATAM|Arica|N|otoño|noche
0|4|4|11|14|2|Grupo LATAM|Arica|N|otoño|mañana
0|4|7|4|14|5|Grupo LATAM|Arica|N|otoño|noche
0|4|8|18|14|6|Grupo LATAM|Arica|N|otoño|tarde
1|4|9|20|14|7|Grupo LATAM|Arica|N|otoño|noche
0|4|11|11|15|2|Grupo LATAM|Arica|N|otoño|mañana
1|4|14|5|15|5|Grupo LATAM|Arica|N|otoño|mañana
1|4|15|18|15|6|Grupo LATAM|Arica|N|otoño|tarde
1|4|16|20|15|7|Grupo LATAM|Arica|N|otoño|noche
1|4|18|11|16|2|Grupo LATAM|Arica|N|otoño|mañana
0|4|21|5|16|5|Grupo LATAM|Arica|N|otoño|mañana
0|4|22|18|16|6|Grupo LATAM|Arica|N|otoño|tarde
0|4|23|20|16|7|Grupo LATAM|Arica|N|otoño|noche
0|4|25|11|17|2|Grupo LATAM|Arica|N|otoño|mañana
0|4|28|5|17|5|Grupo LATAM|Arica|N|otoño|mañana
0|4|30|13|17|7|Grupo LATAM|Arica|N|otoño|tarde
0|4|4|19|14|2|Grupo LATAM|Arica|N|otoño|noche
1|4|11|19|15|2|Grupo LATAM|Arica|N|otoño|noche
0|4|14|17|15|5|Grupo LATAM|Arica|N|otoño|tarde
0|4|18|19|16|2|Grupo LATAM|Arica|N|otoño|noche
0|4|25|19|17|2|Grupo LATAM|Arica|N|otoño|noche
1|4|2|20|13|7|Grupo LATAM|Arica|N|otoño|noche
0|4|3|22|14|1|Grupo LATAM|Arica|N|otoño|noche
0|4|5|21|14|3|Grupo LATAM|Arica|N|otoño|noche
0|4|6|22|14|4|Grupo LATAM|Arica|N|otoño|noche
1|4|7|22|14|5|Grupo LATAM|Arica|N|otoño|noche
0|4|9|10|14|7|Grupo LATAM|Arica|N|otoño|mañana
0|4|10|22|15|1|Grupo LATAM|Arica|N|otoño|noche
0|4|12|21|15|3|Grupo LATAM|Arica|N|otoño|noche
1|4|13|22|15|4|Grupo LATAM|Arica|N|otoño|noche
0|4|16|10|15|7|Grupo LATAM|Arica|N|otoño|mañana
0|4|21|22|16|5|Grupo LATAM|Arica|N|otoño|noche
0|4|24|22|17|1|Grupo LATAM|Arica|N|otoño|noche
1|4|26|21|17|3|Grupo LATAM|Arica|N|otoño|noche
0|4|27|22|17|4|Grupo LATAM|Arica|N|otoño|noche
0|4|28|22|17|5|Grupo LATAM|Arica|N|otoño|noche
1|4|1|8|13|6|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|3|8|14|1|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|4|8|14|2|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|5|8|14|3|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|6|8|14|4|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|7|8|14|5|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|8|8|14|6|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|10|8|15|1|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|11|8|15|2|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|12|8|15|3|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|13|8|15|4|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|15|8|15|6|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|17|8|16|1|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|18|8|16|2|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|20|8|16|4|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|22|8|16|6|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|24|8|17|1|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|25|8|17|2|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|26|8|17|3|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|27|8|17|4|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|29|8|17|6|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|2|8|13|7|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|3|7|14|1|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|5|9|14|3|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|6|9|14|4|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|9|9|14|7|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|10|7|15|1|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|12|9|15|3|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|13|9|15|4|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|14|8|15|5|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|16|9|15|7|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|17|7|16|1|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|19|9|16|3|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|21|8|16|5|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|23|9|16|7|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|24|7|17|1|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|26|9|17|3|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|27|9|17|4|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|28|8|17|5|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|30|9|17|7|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|2|10|13|7|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|3|11|14|1|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|4|9|14|2|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|5|10|14|3|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|6|10|14|4|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|7|10|14|5|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|10|11|15|1|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|11|9|15|2|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|12|10|15|3|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|13|10|15|4|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|17|11|16|1|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|20|10|16|4|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|21|10|16|5|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|24|11|17|1|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|25|9|17|2|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|26|10|17|3|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|27|10|17|4|Grupo LATAM|Concepcion|N|otoño|mañana
0|4|28|10|17|5|Grupo LATAM|Concepcion|N|otoño|mañana
1|4|1|13|13|6|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|4|13|14|2|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|5|13|14|3|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|6|13|14|4|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|7|13|14|5|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|8|13|14|6|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|9|12|14|7|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|11|13|15|2|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|12|13|15|3|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|13|13|15|4|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|14|13|15|5|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|16|12|15|7|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|18|13|16|2|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|19|13|16|3|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|20|13|16|4|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|21|13|16|5|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|22|13|16|6|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|25|13|17|2|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|26|13|17|3|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|27|13|17|4|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|28|13|17|5|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|29|13|17|6|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|30|12|17|7|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|2|14|13|7|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|3|15|14|1|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|4|14|14|2|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|5|14|14|3|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|6|14|14|4|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|7|14|14|5|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|9|14|14|7|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|10|14|15|1|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|11|14|15|2|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|12|14|15|3|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|13|14|15|4|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|16|14|15|7|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|17|15|16|1|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|18|14|16|2|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|19|14|16|3|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|23|14|16|7|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|24|15|17|1|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|25|14|17|2|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|26|14|17|3|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|27|14|17|4|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|28|14|17|5|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|30|14|17|7|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|1|15|13|6|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|3|16|14|1|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|4|16|14|2|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|5|16|14|3|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|6|15|14|4|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|7|15|14|5|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|8|15|14|6|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|9|15|14|7|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|10|16|15|1|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|11|16|15|2|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|12|16|15|3|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|13|15|15|4|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|15|15|15|6|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|16|15|15|7|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|17|16|16|1|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|18|16|16|2|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|20|15|16|4|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|21|15|16|5|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|22|15|16|6|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|23|15|16|7|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|24|16|17|1|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|25|16|17|2|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|26|16|17|3|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|27|15|17|4|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|28|15|17|5|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|29|15|17|6|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|30|15|17|7|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|1|17|13|6|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|2|17|13|7|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|3|17|14|1|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|4|17|14|2|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|5|17|14|3|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|6|16|14|4|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|7|16|14|5|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|8|17|14|6|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|9|17|14|7|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|10|17|15|1|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|11|17|15|2|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|12|17|15|3|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|13|16|15|4|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|14|16|15|5|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|15|17|15|6|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|16|16|15|7|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|17|17|16|1|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|18|17|16|2|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|20|16|16|4|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|21|16|16|5|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|22|17|16|6|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|23|16|16|7|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|24|17|17|1|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|25|17|17|2|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|26|17|17|3|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|27|16|17|4|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|28|16|17|5|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|29|17|17|6|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|4|18|14|2|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|5|18|14|3|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|6|17|14|4|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|7|17|14|5|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|9|16|14|7|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|11|18|15|2|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|12|18|15|3|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|13|17|15|4|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|16|17|15|7|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|18|18|16|2|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|20|17|16|4|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|21|17|16|5|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|23|17|16|7|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|25|18|17|2|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|26|18|17|3|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|27|17|17|4|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|28|17|17|5|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|30|17|17|7|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|2|18|13|7|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|6|18|14|4|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|7|18|14|5|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|13|18|15|4|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|14|18|15|5|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|20|18|16|4|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|21|18|16|5|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|27|18|17|4|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|28|18|17|5|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|3|18|14|1|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|9|18|14|7|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|10|18|15|1|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|16|18|15|7|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|17|18|16|1|Grupo LATAM|Concepcion|N|otoño|tarde
0|4|23|18|16|7|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|24|18|17|1|Grupo LATAM|Concepcion|N|otoño|tarde
1|4|1|9|13|6|Grupo LATAM|Temuco|N|otoño|mañana
0|4|2|7|13|7|Grupo LATAM|Temuco|N|otoño|mañana
0|4|3|7|14|1|Grupo LATAM|Temuco|N|otoño|mañana
0|4|4|8|14|2|Grupo LATAM|Temuco|N|otoño|mañana
0|4|5|7|14|3|Grupo LATAM|Temuco|N|otoño|mañana
1|4|6|7|14|4|Grupo LATAM|Temuco|N|otoño|mañana
0|4|8|9|14|6|Grupo LATAM|Temuco|N|otoño|mañana
0|4|9|8|14|7|Grupo LATAM|Temuco|N|otoño|mañana
0|4|10|7|15|1|Grupo LATAM|Temuco|N|otoño|mañana
0|4|11|8|15|2|Grupo LATAM|Temuco|N|otoño|mañana
0|4|12|7|15|3|Grupo LATAM|Temuco|N|otoño|mañana
0|4|13|7|15|4|Grupo LATAM|Temuco|N|otoño|mañana
1|4|14|7|15|5|Grupo LATAM|Temuco|N|otoño|mañana
0|4|15|9|15|6|Grupo LATAM|Temuco|N|otoño|mañana
0|4|16|8|15|7|Grupo LATAM|Temuco|N|otoño|mañana
1|4|17|7|16|1|Grupo LATAM|Temuco|N|otoño|mañana
0|4|18|8|16|2|Grupo LATAM|Temuco|N|otoño|mañana
0|4|19|7|16|3|Grupo LATAM|Temuco|N|otoño|mañana
0|4|20|7|16|4|Grupo LATAM|Temuco|N|otoño|mañana
0|4|22|9|16|6|Grupo LATAM|Temuco|N|otoño|mañana
0|4|23|8|16|7|Grupo LATAM|Temuco|N|otoño|mañana
0|4|24|7|17|1|Grupo LATAM|Temuco|N|otoño|mañana
0|4|25|8|17|2|Grupo LATAM|Temuco|N|otoño|mañana
1|4|26|7|17|3|Grupo LATAM|Temuco|N|otoño|mañana
0|4|27|7|17|4|Grupo LATAM|Temuco|N|otoño|mañana
0|4|29|9|17|6|Grupo LATAM|Temuco|N|otoño|mañana
0|4|30|8|17|7|Grupo LATAM|Temuco|N|otoño|mañana
0|4|3|11|14|1|Grupo LATAM|Temuco|N|otoño|mañana
0|4|5|11|14|3|Grupo LATAM|Temuco|N|otoño|mañana
0|4|7|8|14|5|Grupo LATAM|Temuco|N|otoño|mañana
0|4|10|11|15|1|Grupo LATAM|Temuco|N|otoño|mañana
0|4|11|12|15|2|Grupo LATAM|Temuco|N|otoño|tarde
0|4|12|11|15|3|Grupo LATAM|Temuco|N|otoño|mañana
0|4|17|11|16|1|Grupo LATAM|Temuco|N|otoño|mañana
0|4|18|12|16|2|Grupo LATAM|Temuco|N|otoño|tarde
0|4|21|8|16|5|Grupo LATAM|Temuco|N|otoño|mañana
0|4|24|10|17|1|Grupo LATAM|Temuco|N|otoño|mañana
0|4|25|12|17|2|Grupo LATAM|Temuco|N|otoño|tarde
1|4|26|11|17|3|Grupo LATAM|Temuco|N|otoño|mañana
1|4|28|8|17|5|Grupo LATAM|Temuco|N|otoño|mañana
0|4|1|15|13|6|Grupo LATAM|Temuco|N|otoño|tarde
1|4|2|13|13|7|Grupo LATAM|Temuco|N|otoño|tarde
0|4|3|16|14|1|Grupo LATAM|Temuco|N|otoño|tarde
1|4|4|14|14|2|Grupo LATAM|Temuco|N|otoño|tarde
1|4|5|16|14|3|Grupo LATAM|Temuco|N|otoño|tarde
0|4|6|9|14|4|Grupo LATAM|Temuco|N|otoño|mañana
0|4|7|13|14|5|Grupo LATAM|Temuco|N|otoño|tarde
1|4|8|13|14|6|Grupo LATAM|Temuco|N|otoño|tarde
0|4|9|15|14|7|Grupo LATAM|Temuco|N|otoño|tarde
0|4|10|16|15|1|Grupo LATAM|Temuco|N|otoño|tarde
0|4|12|16|15|3|Grupo LATAM|Temuco|N|otoño|tarde
1|4|13|9|15|4|Grupo LATAM|Temuco|N|otoño|mañana
0|4|16|15|15|7|Grupo LATAM|Temuco|N|otoño|tarde
0|4|21|12|16|5|Grupo LATAM|Temuco|N|otoño|tarde
1|4|23|16|16|7|Grupo LATAM|Temuco|N|otoño|tarde
1|4|24|16|17|1|Grupo LATAM|Temuco|N|otoño|tarde
0|4|26|16|17|3|Grupo LATAM|Temuco|N|otoño|tarde
0|4|27|9|17|4|Grupo LATAM|Temuco|N|otoño|mañana
1|4|28|12|17|5|Grupo LATAM|Temuco|N|otoño|tarde
0|4|30|16|17|7|Grupo LATAM|Temuco|N|otoño|tarde
0|4|6|13|14|4|Grupo LATAM|Temuco|N|otoño|tarde
0|4|9|16|14|7|Grupo LATAM|Temuco|N|otoño|tarde
1|4|13|13|15|4|Grupo LATAM|Temuco|N|otoño|tarde
0|4|16|16|15|7|Grupo LATAM|Temuco|N|otoño|tarde
0|4|20|13|16|4|Grupo LATAM|Temuco|N|otoño|tarde
0|4|27|13|17|4|Grupo LATAM|Temuco|N|otoño|tarde
1|4|30|16|17|7|Grupo LATAM|Temuco|N|otoño|tarde
1|4|1|18|13|6|Grupo LATAM|Temuco|N|otoño|tarde
0|4|2|18|13|7|Grupo LATAM|Temuco|N|otoño|tarde
1|4|3|18|14|1|Grupo LATAM|Temuco|N|otoño|tarde
0|4|4|18|14|2|Grupo LATAM|Temuco|N|otoño|tarde
1|4|5|18|14|3|Grupo LATAM|Temuco|N|otoño|tarde
1|4|6|18|14|4|Grupo LATAM|Temuco|N|otoño|tarde
1|4|7|18|14|5|Grupo LATAM|Temuco|N|otoño|tarde
0|4|8|17|14|6|Grupo LATAM|Temuco|N|otoño|tarde
0|4|9|18|14|7|Grupo LATAM|Temuco|N|otoño|tarde
1|4|10|18|15|1|Grupo LATAM|Temuco|N|otoño|tarde
1|4|11|18|15|2|Grupo LATAM|Temuco|N|otoño|tarde
0|4|12|18|15|3|Grupo LATAM|Temuco|N|otoño|tarde
0|4|13|18|15|4|Grupo LATAM|Temuco|N|otoño|tarde
0|4|14|18|15|5|Grupo LATAM|Temuco|N|otoño|tarde
1|4|15|17|15|6|Grupo LATAM|Temuco|N|otoño|tarde
1|4|16|18|15|7|Grupo LATAM|Temuco|N|otoño|tarde
1|4|17|18|16|1|Grupo LATAM|Temuco|N|otoño|tarde
0|4|18|18|16|2|Grupo LATAM|Temuco|N|otoño|tarde
1|4|19|18|16|3|Grupo LATAM|Temuco|N|otoño|tarde
0|4|20|18|16|4|Grupo LATAM|Temuco|N|otoño|tarde
0|4|21|18|16|5|Grupo LATAM|Temuco|N|otoño|tarde
1|4|22|17|16|6|Grupo LATAM|Temuco|N|otoño|tarde
0|4|23|18|16|7|Grupo LATAM|Temuco|N|otoño|tarde
0|4|24|18|17|1|Grupo LATAM|Temuco|N|otoño|tarde
0|4|25|18|17|2|Grupo LATAM|Temuco|N|otoño|tarde
1|4|26|18|17|3|Grupo LATAM|Temuco|N|otoño|tarde
0|4|27|18|17|4|Grupo LATAM|Temuco|N|otoño|tarde
0|4|28|18|17|5|Grupo LATAM|Temuco|N|otoño|tarde
1|4|29|17|17|6|Grupo LATAM|Temuco|N|otoño|tarde
0|4|30|18|17|7|Grupo LATAM|Temuco|N|otoño|tarde
0|4|2|12|13|7|Grupo LATAM|Valdivia|N|otoño|tarde
0|4|3|15|14|1|Grupo LATAM|Valdivia|N|otoño|tarde
0|4|4|14|14|2|Grupo LATAM|Valdivia|N|otoño|tarde
0|4|6|13|14|4|Grupo LATAM|Valdivia|N|otoño|tarde
0|4|7|14|14|5|Grupo LATAM|Valdivia|N|otoño|tarde
1|4|9|14|14|7|Grupo LATAM|Valdivia|N|otoño|tarde
0|4|10|15|15|1|Grupo LATAM|Valdivia|N|otoño|tarde
